,player,pl_acc,pl_pps,min_start,min_mid,min_end,shots_count,shots_made,shots_freq,shots_acc,group
11304,Jalen Brunson,46.1,101.0,43,42.5,43,7,4,9.7,57.1,DAL
11305,Maxi Kleber,44.4,108.9,43,42.5,43,6,2,8.3,33.3,DAL
11306,Dorian Finney-Smith,40.6,104.3,43,42.5,43,9,3,12.5,33.3,DAL
11307,Seth Curry,51.5,133.0,43,42.5,43,9,5,12.5,55.6,DAL
11308,Kristaps Porzingis,39.3,91.6,43,42.5,43,9,5,12.5,55.6,DAL
11309,Tim Hardaway Jr.,37.3,92.7,43,42.5,43,5,3,6.9,60.0,DAL
11310,Luka Doncic,41.7,93.9,43,42.5,43,12,4,16.7,33.3,DAL
11311,Boban Marjanovic,68.8,137.5,44,43.5,44,1,1,1.5,100.0,DAL
11312,J.J. Barea,47.1,100.0,44,43.5,44,1,0,1.5,0.0,DAL
11313,Others,48.8,118.6,44,43.5,44,0,0,0.0,0.0,DAL
11314,Justin Jackson,35.7,80.4,44,43.5,44,1,0,1.5,0.0,DAL
11315,Dwight Powell,69.2,138.5,44,43.5,44,2,2,3.0,100.0,DAL
11316,Delon Wright,50.0,112.2,44,43.5,44,4,2,6.0,50.0,DAL
11317,Jalen Brunson,46.1,101.0,44,43.5,44,6,3,9.0,50.0,DAL
11318,Maxi Kleber,44.4,108.9,44,43.5,44,6,3,9.0,50.0,DAL
11319,Dorian Finney-Smith,40.6,104.3,44,43.5,44,7,3,10.4,42.9,DAL
11320,Seth Curry,51.5,133.0,44,43.5,44,8,5,11.9,62.5,DAL
11321,Kristaps Porzingis,39.3,91.6,44,43.5,44,10,1,14.9,10.0,DAL
11322,Tim Hardaway Jr.,37.3,92.7,44,43.5,44,11,4,16.4,36.4,DAL
11323,Luka Doncic,41.7,93.9,44,43.5,44,10,5,14.9,50.0,DAL
11324,Boban Marjanovic,68.8,137.5,45,44.5,45,0,0,0.0,0.0,DAL
11325,J.J. Barea,47.1,100.0,45,44.5,45,0,0,0.0,0.0,DAL
11326,Others,48.8,118.6,45,44.5,45,0,0,0.0,0.0,DAL
11327,Justin Jackson,35.7,80.4,45,44.5,45,1,0,1.8,0.0,DAL
11328,Dwight Powell,69.2,138.5,45,44.5,45,1,1,1.8,100.0,DAL
11329,Delon Wright,50.0,112.2,45,44.5,45,2,0,3.6,0.0,DAL
11330,Jalen Brunson,46.1,101.0,45,44.5,45,4,3,7.1,75.0,DAL
11331,Maxi Kleber,44.4,108.9,45,44.5,45,7,4,12.5,57.1,DAL
11332,Dorian Finney-Smith,40.6,104.3,45,44.5,45,3,2,5.4,66.7,DAL
11333,Seth Curry,51.5,133.0,45,44.5,45,3,1,5.4,33.3,DAL
11334,Kristaps Porzingis,39.3,91.6,45,44.5,45,11,8,19.6,72.7,DAL
11335,Tim Hardaway Jr.,37.3,92.7,45,44.5,45,9,3,16.1,33.3,DAL
11336,Luka Doncic,41.7,93.9,45,44.5,45,15,4,26.8,26.7,DAL
11337,Boban Marjanovic,68.8,137.5,46,45.5,46,0,0,0.0,0.0,DAL
11338,J.J. Barea,47.1,100.0,46,45.5,46,0,0,0.0,0.0,DAL
11339,Others,48.8,118.6,46,45.5,46,0,0,0.0,0.0,DAL
11340,Justin Jackson,35.7,80.4,46,45.5,46,0,0,0.0,0.0,DAL
11341,Dwight Powell,69.2,138.5,46,45.5,46,2,2,3.7,100.0,DAL
11342,Delon Wright,50.0,112.2,46,45.5,46,2,2,3.7,100.0,DAL
11343,Jalen Brunson,46.1,101.0,46,45.5,46,3,1,5.6,33.3,DAL
11344,Maxi Kleber,44.4,108.9,46,45.5,46,2,0,3.7,0.0,DAL
11345,Dorian Finney-Smith,40.6,104.3,46,45.5,46,6,2,11.1,33.3,DAL
11346,Seth Curry,51.5,133.0,46,45.5,46,10,4,18.5,40.0,DAL
11347,Kristaps Porzingis,39.3,91.6,46,45.5,46,10,3,18.5,30.0,DAL
11348,Tim Hardaway Jr.,37.3,92.7,46,45.5,46,5,1,9.3,20.0,DAL
11349,Luka Doncic,41.7,93.9,46,45.5,46,14,6,25.9,42.9,DAL
11350,Boban Marjanovic,68.8,137.5,47,46.5,47,0,0,0.0,0.0,DAL
11351,J.J. Barea,47.1,100.0,47,46.5,47,0,0,0.0,0.0,DAL
11352,Others,48.8,118.6,47,46.5,47,0,0,0.0,0.0,DAL
11353,Justin Jackson,35.7,80.4,47,46.5,47,1,0,1.5,0.0,DAL
11354,Dwight Powell,69.2,138.5,47,46.5,47,1,1,1.5,100.0,DAL
11355,Delon Wright,50.0,112.2,47,46.5,47,2,1,3.1,50.0,DAL
11356,Jalen Brunson,46.1,101.0,47,46.5,47,4,2,6.2,50.0,DAL
11357,Maxi Kleber,44.4,108.9,47,46.5,47,2,1,3.1,50.0,DAL
11358,Dorian Finney-Smith,40.6,104.3,47,46.5,47,4,2,6.2,50.0,DAL
11359,Seth Curry,51.5,133.0,47,46.5,47,3,2,4.6,66.7,DAL
11360,Kristaps Porzingis,39.3,91.6,47,46.5,47,9,1,13.8,11.1,DAL
11361,Tim Hardaway Jr.,37.3,92.7,47,46.5,47,9,4,13.8,44.4,DAL
11362,Luka Doncic,41.7,93.9,47,46.5,47,30,14,46.2,46.7,DAL
11363,Boban Marjanovic,68.8,137.5,48,47.5,48,0,0,0.0,0.0,DAL
11364,J.J. Barea,47.1,100.0,48,47.5,48,0,0,0.0,0.0,DAL
11365,Others,48.8,118.6,48,47.5,48,2,2,2.8,100.0,DAL
11366,Justin Jackson,35.7,80.4,48,47.5,48,1,1,1.4,100.0,DAL
11367,Dwight Powell,69.2,138.5,48,47.5,48,1,0,1.4,0.0,DAL
11368,Delon Wright,50.0,112.2,48,47.5,48,5,1,7.0,20.0,DAL
11369,Jalen Brunson,46.1,101.0,48,47.5,48,4,2,5.6,50.0,DAL
11370,Maxi Kleber,44.4,108.9,48,47.5,48,4,1,5.6,25.0,DAL
11371,Dorian Finney-Smith,40.6,104.3,48,47.5,48,8,1,11.3,12.5,DAL
11372,Seth Curry,51.5,133.0,48,47.5,48,5,3,7.0,60.0,DAL
11373,Kristaps Porzingis,39.3,91.6,48,47.5,48,6,2,8.5,33.3,DAL
11374,Tim Hardaway Jr.,37.3,92.7,48,47.5,48,12,2,16.9,16.7,DAL
11375,Luka Doncic,41.7,93.9,48,47.5,48,23,8,32.4,34.8,DAL
11376,Admiral Schofield,40.0,86.7,1,0.5,1,0,0,0.0,0.0,WAS
11377,Garrison Mathews,66.7,166.7,1,0.5,1,0,0,0.0,0.0,WAS
11378,CJ Miles,20.0,53.3,1,0.5,1,0,0,0.0,0.0,WAS
11379,Gary Payton II,60.9,126.1,1,0.5,1,1,0,1.3,0.0,WAS
11380,Shabazz Napier,50.6,120.0,1,0.5,1,0,0,0.0,0.0,WAS
11381,Others,37.6,88.2,1,0.5,1,2,1,2.5,50.0,WAS
11382,Isaac Bonga,47.9,106.2,1,0.5,1,9,4,11.4,44.4,WAS
11383,Ian Mahinmi,43.5,88.4,1,0.5,1,5,1,6.3,20.0,WAS
11384,Moritz Wagner,61.1,138.9,1,0.5,1,1,1,1.3,100.0,WAS
11385,Troy Brown Jr.,37.4,81.3,1,0.5,1,2,0,2.5,0.0,WAS
11386,Thomas Bryant,58.1,124.3,1,0.5,1,9,5,11.4,55.6,WAS
11387,Rui Hachimura,47.7,100.8,1,0.5,1,12,6,15.2,50.0,WAS
11388,Isaiah Thomas,35.9,83.1,1,0.5,1,11,4,13.9,36.4,WAS
11389,Jordan McRae,36.8,85.1,1,0.5,1,2,0,2.5,0.0,WAS
11390,Ish Smith,51.3,119.5,1,0.5,1,5,2,6.3,40.0,WAS
11391,Davis Bertans,48.9,133.0,1,0.5,1,1,0,1.3,0.0,WAS
11392,Bradley Beal,46.9,103.5,1,0.5,1,19,10,24.1,52.6,WAS
11393,Admiral Schofield,40.0,86.7,2,1.5,2,1,0,0.9,0.0,WAS
11394,Garrison Mathews,66.7,166.7,2,1.5,2,0,0,0.0,0.0,WAS
11395,CJ Miles,20.0,53.3,2,1.5,2,0,0,0.0,0.0,WAS
11396,Gary Payton II,60.9,126.1,2,1.5,2,4,2,3.6,50.0,WAS
11397,Shabazz Napier,50.6,120.0,2,1.5,2,1,0,0.9,0.0,WAS
11398,Others,37.6,88.2,2,1.5,2,1,1,0.9,100.0,WAS
11399,Isaac Bonga,47.9,106.2,2,1.5,2,9,5,8.0,55.6,WAS
11400,Ian Mahinmi,43.5,88.4,2,1.5,2,12,5,10.7,41.7,WAS
11401,Moritz Wagner,61.1,138.9,2,1.5,2,0,0,0.0,0.0,WAS
11402,Troy Brown Jr.,37.4,81.3,2,1.5,2,9,2,8.0,22.2,WAS
11403,Thomas Bryant,58.1,124.3,2,1.5,2,9,3,8.0,33.3,WAS
11404,Rui Hachimura,47.7,100.8,2,1.5,2,22,12,19.6,54.5,WAS
11405,Isaiah Thomas,35.9,83.1,2,1.5,2,16,5,14.3,31.2,WAS
11406,Jordan McRae,36.8,85.1,2,1.5,2,2,1,1.8,50.0,WAS
11407,Ish Smith,51.3,119.5,2,1.5,2,7,3,6.2,42.9,WAS
11408,Davis Bertans,48.9,133.0,2,1.5,2,3,2,2.7,66.7,WAS
11409,Bradley Beal,46.9,103.5,2,1.5,2,16,9,14.3,56.2,WAS
11410,Admiral Schofield,40.0,86.7,3,2.5,3,1,1,0.9,100.0,WAS
11411,Garrison Mathews,66.7,166.7,3,2.5,3,0,0,0.0,0.0,WAS
11412,CJ Miles,20.0,53.3,3,2.5,3,0,0,0.0,0.0,WAS
11413,Gary Payton II,60.9,126.1,3,2.5,3,4,3,3.7,75.0,WAS
11414,Shabazz Napier,50.6,120.0,3,2.5,3,0,0,0.0,0.0,WAS
11415,Others,37.6,88.2,3,2.5,3,1,1,0.9,100.0,WAS
11416,Isaac Bonga,47.9,106.2,3,2.5,3,8,5,7.3,62.5,WAS
11417,Ian Mahinmi,43.5,88.4,3,2.5,3,8,4,7.3,50.0,WAS
11418,Moritz Wagner,61.1,138.9,3,2.5,3,2,1,1.8,50.0,WAS
11419,Troy Brown Jr.,37.4,81.3,3,2.5,3,7,2,6.4,28.6,WAS
11420,Thomas Bryant,58.1,124.3,3,2.5,3,5,5,4.6,100.0,WAS
11421,Rui Hachimura,47.7,100.8,3,2.5,3,19,10,17.4,52.6,WAS
11422,Isaiah Thomas,35.9,83.1,3,2.5,3,14,3,12.8,21.4,WAS
11423,Jordan McRae,36.8,85.1,3,2.5,3,2,0,1.8,0.0,WAS
11424,Ish Smith,51.3,119.5,3,2.5,3,8,5,7.3,62.5,WAS
11425,Davis Bertans,48.9,133.0,3,2.5,3,0,0,0.0,0.0,WAS
11426,Bradley Beal,46.9,103.5,3,2.5,3,30,9,27.5,30.0,WAS
11427,Admiral Schofield,40.0,86.7,4,3.5,4,0,0,0.0,0.0,WAS
11428,Garrison Mathews,66.7,166.7,4,3.5,4,0,0,0.0,0.0,WAS
11429,CJ Miles,20.0,53.3,4,3.5,4,0,0,0.0,0.0,WAS
11430,Gary Payton II,60.9,126.1,4,3.5,4,2,2,1.9,100.0,WAS
11431,Shabazz Napier,50.6,120.0,4,3.5,4,0,0,0.0,0.0,WAS
11432,Others,37.6,88.2,4,3.5,4,1,0,1.0,0.0,WAS
11433,Isaac Bonga,47.9,106.2,4,3.5,4,4,1,3.9,25.0,WAS
11434,Ian Mahinmi,43.5,88.4,4,3.5,4,7,5,6.8,71.4,WAS
11435,Moritz Wagner,61.1,138.9,4,3.5,4,1,0,1.0,0.0,WAS
11436,Troy Brown Jr.,37.4,81.3,4,3.5,4,8,4,7.8,50.0,WAS
11437,Thomas Bryant,58.1,124.3,4,3.5,4,11,8,10.7,72.7,WAS
11438,Rui Hachimura,47.7,100.8,4,3.5,4,14,6,13.6,42.9,WAS
11439,Isaiah Thomas,35.9,83.1,4,3.5,4,13,6,12.6,46.2,WAS
11440,Jordan McRae,36.8,85.1,4,3.5,4,4,0,3.9,0.0,WAS
11441,Ish Smith,51.3,119.5,4,3.5,4,4,2,3.9,50.0,WAS
11442,Davis Bertans,48.9,133.0,4,3.5,4,4,1,3.9,25.0,WAS
11443,Bradley Beal,46.9,103.5,4,3.5,4,29,14,28.2,48.3,WAS
11444,Admiral Schofield,40.0,86.7,5,4.5,5,1,0,0.9,0.0,WAS
11445,Garrison Mathews,66.7,166.7,5,4.5,5,0,0,0.0,0.0,WAS
11446,CJ Miles,20.0,53.3,5,4.5,5,0,0,0.0,0.0,WAS
11447,Gary Payton II,60.9,126.1,5,4.5,5,4,2,3.6,50.0,WAS
11448,Shabazz Napier,50.6,120.0,5,4.5,5,0,0,0.0,0.0,WAS
11449,Others,37.6,88.2,5,4.5,5,0,0,0.0,0.0,WAS
11450,Isaac Bonga,47.9,106.2,5,4.5,5,4,2,3.6,50.0,WAS
11451,Ian Mahinmi,43.5,88.4,5,4.5,5,11,3,9.9,27.3,WAS
11452,Moritz Wagner,61.1,138.9,5,4.5,5,4,3,3.6,75.0,WAS
11453,Troy Brown Jr.,37.4,81.3,5,4.5,5,3,1,2.7,33.3,WAS
11454,Thomas Bryant,58.1,124.3,5,4.5,5,7,4,6.3,57.1,WAS
11455,Rui Hachimura,47.7,100.8,5,4.5,5,12,8,10.8,66.7,WAS
11456,Isaiah Thomas,35.9,83.1,5,4.5,5,19,10,17.1,52.6,WAS
11457,Jordan McRae,36.8,85.1,5,4.5,5,2,1,1.8,50.0,WAS
11458,Ish Smith,51.3,119.5,5,4.5,5,11,7,9.9,63.6,WAS
11459,Davis Bertans,48.9,133.0,5,4.5,5,2,2,1.8,100.0,WAS
11460,Bradley Beal,46.9,103.5,5,4.5,5,30,12,27.0,40.0,WAS
11461,Admiral Schofield,40.0,86.7,6,5.5,6,1,0,0.9,0.0,WAS
11462,Garrison Mathews,66.7,166.7,6,5.5,6,0,0,0.0,0.0,WAS
11463,CJ Miles,20.0,53.3,6,5.5,6,0,0,0.0,0.0,WAS
11464,Gary Payton II,60.9,126.1,6,5.5,6,3,1,2.7,33.3,WAS
11465,Shabazz Napier,50.6,120.0,6,5.5,6,0,0,0.0,0.0,WAS
11466,Others,37.6,88.2,6,5.5,6,1,1,0.9,100.0,WAS
11467,Isaac Bonga,47.9,106.2,6,5.5,6,2,1,1.8,50.0,WAS
11468,Ian Mahinmi,43.5,88.4,6,5.5,6,8,3,7.1,37.5,WAS
11469,Moritz Wagner,61.1,138.9,6,5.5,6,1,1,0.9,100.0,WAS
11470,Troy Brown Jr.,37.4,81.3,6,5.5,6,3,1,2.7,33.3,WAS
11471,Thomas Bryant,58.1,124.3,6,5.5,6,7,2,6.2,28.6,WAS
11472,Rui Hachimura,47.7,100.8,6,5.5,6,23,7,20.5,30.4,WAS
11473,Isaiah Thomas,35.9,83.1,6,5.5,6,11,4,9.8,36.4,WAS
11474,Jordan McRae,36.8,85.1,6,5.5,6,7,3,6.2,42.9,WAS
11475,Ish Smith,51.3,119.5,6,5.5,6,5,3,4.5,60.0,WAS
11476,Davis Bertans,48.9,133.0,6,5.5,6,4,1,3.6,25.0,WAS
11477,Bradley Beal,46.9,103.5,6,5.5,6,35,18,31.2,51.4,WAS
11478,Admiral Schofield,40.0,86.7,7,6.5,7,0,0,0.0,0.0,WAS
11479,Garrison Mathews,66.7,166.7,7,6.5,7,0,0,0.0,0.0,WAS
11480,CJ Miles,20.0,53.3,7,6.5,7,0,0,0.0,0.0,WAS
11481,Gary Payton II,60.9,126.1,7,6.5,7,2,2,1.9,100.0,WAS
11482,Shabazz Napier,50.6,120.0,7,6.5,7,0,0,0.0,0.0,WAS
11483,Others,37.6,88.2,7,6.5,7,0,0,0.0,0.0,WAS
11484,Isaac Bonga,47.9,106.2,7,6.5,7,1,1,0.9,100.0,WAS
11485,Ian Mahinmi,43.5,88.4,7,6.5,7,6,2,5.7,33.3,WAS
11486,Moritz Wagner,61.1,138.9,7,6.5,7,5,2,4.7,40.0,WAS
11487,Troy Brown Jr.,37.4,81.3,7,6.5,7,8,3,7.5,37.5,WAS
11488,Thomas Bryant,58.1,124.3,7,6.5,7,4,2,3.8,50.0,WAS
11489,Rui Hachimura,47.7,100.8,7,6.5,7,15,7,14.2,46.7,WAS
11490,Isaiah Thomas,35.9,83.1,7,6.5,7,25,8,23.6,32.0,WAS
11491,Jordan McRae,36.8,85.1,7,6.5,7,4,2,3.8,50.0,WAS
11492,Ish Smith,51.3,119.5,7,6.5,7,9,5,8.5,55.6,WAS
11493,Davis Bertans,48.9,133.0,7,6.5,7,3,2,2.8,66.7,WAS
11494,Bradley Beal,46.9,103.5,7,6.5,7,22,14,20.8,63.6,WAS
11495,Admiral Schofield,40.0,86.7,8,7.5,8,1,1,0.9,100.0,WAS
11496,Garrison Mathews,66.7,166.7,8,7.5,8,0,0,0.0,0.0,WAS
11497,CJ Miles,20.0,53.3,8,7.5,8,1,0,0.9,0.0,WAS
11498,Gary Payton II,60.9,126.1,8,7.5,8,0,0,0.0,0.0,WAS
11499,Shabazz Napier,50.6,120.0,8,7.5,8,0,0,0.0,0.0,WAS
11500,Others,37.6,88.2,8,7.5,8,0,0,0.0,0.0,WAS
11501,Isaac Bonga,47.9,106.2,8,7.5,8,3,1,2.8,33.3,WAS
11502,Ian Mahinmi,43.5,88.4,8,7.5,8,6,3,5.6,50.0,WAS
11503,Moritz Wagner,61.1,138.9,8,7.5,8,6,4,5.6,66.7,WAS
11504,Troy Brown Jr.,37.4,81.3,8,7.5,8,12,6,11.2,50.0,WAS
11505,Thomas Bryant,58.1,124.3,8,7.5,8,5,4,4.7,80.0,WAS
11506,Rui Hachimura,47.7,100.8,8,7.5,8,6,3,5.6,50.0,WAS
11507,Isaiah Thomas,35.9,83.1,8,7.5,8,13,4,12.1,30.8,WAS
11508,Jordan McRae,36.8,85.1,8,7.5,8,10,6,9.3,60.0,WAS
11509,Ish Smith,51.3,119.5,8,7.5,8,11,8,10.3,72.7,WAS
11510,Davis Bertans,48.9,133.0,8,7.5,8,11,4,10.3,36.4,WAS
11511,Bradley Beal,46.9,103.5,8,7.5,8,20,8,18.7,40.0,WAS
11512,Admiral Schofield,40.0,86.7,9,8.5,9,1,1,1.0,100.0,WAS
11513,Garrison Mathews,66.7,166.7,9,8.5,9,1,1,1.0,100.0,WAS
11514,CJ Miles,20.0,53.3,9,8.5,9,1,0,1.0,0.0,WAS
11515,Gary Payton II,60.9,126.1,9,8.5,9,0,0,0.0,0.0,WAS
11516,Shabazz Napier,50.6,120.0,9,8.5,9,2,2,2.0,100.0,WAS
11517,Others,37.6,88.2,9,8.5,9,5,3,5.1,60.0,WAS
11518,Isaac Bonga,47.9,106.2,9,8.5,9,2,1,2.0,50.0,WAS
11519,Ian Mahinmi,43.5,88.4,9,8.5,9,2,2,2.0,100.0,WAS
11520,Moritz Wagner,61.1,138.9,9,8.5,9,6,5,6.1,83.3,WAS
11521,Troy Brown Jr.,37.4,81.3,9,8.5,9,11,4,11.2,36.4,WAS
11522,Thomas Bryant,58.1,124.3,9,8.5,9,7,5,7.1,71.4,WAS
11523,Rui Hachimura,47.7,100.8,9,8.5,9,4,2,4.1,50.0,WAS
11524,Isaiah Thomas,35.9,83.1,9,8.5,9,7,3,7.1,42.9,WAS
11525,Jordan McRae,36.8,85.1,9,8.5,9,8,3,8.2,37.5,WAS
11526,Ish Smith,51.3,119.5,9,8.5,9,5,1,5.1,20.0,WAS
11527,Davis Bertans,48.9,133.0,9,8.5,9,12,8,12.2,66.7,WAS
11528,Bradley Beal,46.9,103.5,9,8.5,9,19,9,19.4,47.4,WAS
11529,Admiral Schofield,40.0,86.7,10,9.5,10,4,2,3.4,50.0,WAS
11530,Garrison Mathews,66.7,166.7,10,9.5,10,0,0,0.0,0.0,WAS
11531,CJ Miles,20.0,53.3,10,9.5,10,4,1,3.4,25.0,WAS
11532,Gary Payton II,60.9,126.1,10,9.5,10,3,2,2.5,66.7,WAS
11533,Shabazz Napier,50.6,120.0,10,9.5,10,4,4,3.4,100.0,WAS
11534,Others,37.6,88.2,10,9.5,10,2,1,1.7,50.0,WAS
11535,Isaac Bonga,47.9,106.2,10,9.5,10,0,0,0.0,0.0,WAS
11536,Ian Mahinmi,43.5,88.4,10,9.5,10,2,2,1.7,100.0,WAS
11537,Moritz Wagner,61.1,138.9,10,9.5,10,9,6,7.6,66.7,WAS
11538,Troy Brown Jr.,37.4,81.3,10,9.5,10,7,4,5.9,57.1,WAS
11539,Thomas Bryant,58.1,124.3,10,9.5,10,5,3,4.2,60.0,WAS
11540,Rui Hachimura,47.7,100.8,10,9.5,10,2,1,1.7,50.0,WAS
11541,Isaiah Thomas,35.9,83.1,10,9.5,10,4,0,3.4,0.0,WAS
11542,Jordan McRae,36.8,85.1,10,9.5,10,14,4,11.9,28.6,WAS
11543,Ish Smith,51.3,119.5,10,9.5,10,18,7,15.3,38.9,WAS
11544,Davis Bertans,48.9,133.0,10,9.5,10,15,6,12.7,40.0,WAS
11545,Bradley Beal,46.9,103.5,10,9.5,10,19,9,16.1,47.4,WAS
11546,Admiral Schofield,40.0,86.7,11,10.5,11,1,0,0.9,0.0,WAS
11547,Garrison Mathews,66.7,166.7,11,10.5,11,2,2,1.8,100.0,WAS
11548,CJ Miles,20.0,53.3,11,10.5,11,5,1,4.4,20.0,WAS
11549,Gary Payton II,60.9,126.1,11,10.5,11,0,0,0.0,0.0,WAS
11550,Shabazz Napier,50.6,120.0,11,10.5,11,3,1,2.6,33.3,WAS
11551,Others,37.6,88.2,11,10.5,11,10,2,8.8,20.0,WAS
11552,Isaac Bonga,47.9,106.2,11,10.5,11,2,2,1.8,100.0,WAS
11553,Ian Mahinmi,43.5,88.4,11,10.5,11,1,0,0.9,0.0,WAS
11554,Moritz Wagner,61.1,138.9,11,10.5,11,6,4,5.3,66.7,WAS
11555,Troy Brown Jr.,37.4,81.3,11,10.5,11,13,3,11.4,23.1,WAS
11556,Thomas Bryant,58.1,124.3,11,10.5,11,2,1,1.8,50.0,WAS
11557,Rui Hachimura,47.7,100.8,11,10.5,11,2,1,1.8,50.0,WAS
11558,Isaiah Thomas,35.9,83.1,11,10.5,11,6,2,5.3,33.3,WAS
11559,Jordan McRae,36.8,85.1,11,10.5,11,16,9,14.0,56.2,WAS
11560,Ish Smith,51.3,119.5,11,10.5,11,16,7,14.0,43.8,WAS
11561,Davis Bertans,48.9,133.0,11,10.5,11,14,4,12.3,28.6,WAS
11562,Bradley Beal,46.9,103.5,11,10.5,11,9,3,7.9,33.3,WAS
11563,Admiral Schofield,40.0,86.7,12,11.5,12,4,1,2.9,25.0,WAS
11564,Garrison Mathews,66.7,166.7,12,11.5,12,3,1,2.2,33.3,WAS
11565,CJ Miles,20.0,53.3,12,11.5,12,4,1,2.9,25.0,WAS
11566,Gary Payton II,60.9,126.1,12,11.5,12,0,0,0.0,0.0,WAS
11567,Shabazz Napier,50.6,120.0,12,11.5,12,5,2,3.7,40.0,WAS
11568,Others,37.6,88.2,12,11.5,12,6,4,4.4,66.7,WAS
11569,Isaac Bonga,47.9,106.2,12,11.5,12,4,0,2.9,0.0,WAS
11570,Ian Mahinmi,43.5,88.4,12,11.5,12,1,0,0.7,0.0,WAS
11571,Moritz Wagner,61.1,138.9,12,11.5,12,13,6,9.6,46.2,WAS
11572,Troy Brown Jr.,37.4,81.3,12,11.5,12,24,10,17.6,41.7,WAS
11573,Thomas Bryant,58.1,124.3,12,11.5,12,3,1,2.2,33.3,WAS
11574,Rui Hachimura,47.7,100.8,12,11.5,12,1,0,0.7,0.0,WAS
11575,Isaiah Thomas,35.9,83.1,12,11.5,12,3,2,2.2,66.7,WAS
11576,Jordan McRae,36.8,85.1,12,11.5,12,16,3,11.8,18.8,WAS
11577,Ish Smith,51.3,119.5,12,11.5,12,14,8,10.3,57.1,WAS
11578,Davis Bertans,48.9,133.0,12,11.5,12,19,13,14.0,68.4,WAS
11579,Bradley Beal,46.9,103.5,12,11.5,12,8,5,5.9,62.5,WAS
11580,Admiral Schofield,57.1,150.0,13,12.5,13,2,2,2.2,100.0,WAS
11581,Garrison Mathews,50.0,144.4,13,12.5,13,1,0,1.1,0.0,WAS
11582,CJ Miles,35.0,85.0,13,12.5,13,4,1,4.4,25.0,WAS
11583,Gary Payton II,34.6,88.5,13,12.5,13,2,0,2.2,0.0,WAS
11584,Shabazz Napier,40.0,98.7,13,12.5,13,1,0,1.1,0.0,WAS
11585,Others,37.6,88.2,13,12.5,13,8,5,8.8,62.5,WAS
11586,Isaac Bonga,46.4,96.4,13,12.5,13,3,3,3.3,100.0,WAS
11587,Ian Mahinmi,58.1,120.9,13,12.5,13,1,1,1.1,100.0,WAS
11588,Moritz Wagner,50.0,108.9,13,12.5,13,10,10,11.0,100.0,WAS
11589,Troy Brown Jr.,54.7,120.8,13,12.5,13,13,6,14.3,46.2,WAS
11590,Thomas Bryant,52.9,110.0,13,12.5,13,1,1,1.1,100.0,WAS
11591,Rui Hachimura,57.0,117.0,13,12.5,13,3,2,3.3,66.7,WAS
11592,Isaiah Thomas,41.0,94.9,13,12.5,13,0,0,0.0,0.0,WAS
11593,Jordan McRae,43.0,93.0,13,12.5,13,8,4,8.8,50.0,WAS
11594,Ish Smith,46.7,102.6,13,12.5,13,13,4,14.3,30.8,WAS
11595,Davis Bertans,42.6,116.2,13,12.5,13,15,5,16.5,33.3,WAS
11596,Bradley Beal,46.1,103.9,13,12.5,13,0,0,0.0,0.0,WAS
11597,Admiral Schofield,57.1,150.0,14,13.5,14,3,1,2.9,33.3,WAS
11598,Garrison Mathews,50.0,144.4,14,13.5,14,6,2,5.7,33.3,WAS
11599,CJ Miles,35.0,85.0,14,13.5,14,6,2,5.7,33.3,WAS
11600,Gary Payton II,34.6,88.5,14,13.5,14,1,0,1.0,0.0,WAS
11601,Shabazz Napier,40.0,98.7,14,13.5,14,3,2,2.9,66.7,WAS
11602,Others,37.6,88.2,14,13.5,14,1,0,1.0,0.0,WAS
11603,Isaac Bonga,46.4,96.4,14,13.5,14,4,2,3.8,50.0,WAS
11604,Ian Mahinmi,58.1,120.9,14,13.5,14,1,1,1.0,100.0,WAS
11605,Moritz Wagner,50.0,108.9,14,13.5,14,10,4,9.5,40.0,WAS
11606,Troy Brown Jr.,54.7,120.8,14,13.5,14,17,9,16.2,52.9,WAS
11607,Thomas Bryant,52.9,110.0,14,13.5,14,3,2,2.9,66.7,WAS
11608,Rui Hachimura,57.0,117.0,14,13.5,14,2,2,1.9,100.0,WAS
11609,Isaiah Thomas,41.0,94.9,14,13.5,14,0,0,0.0,0.0,WAS
11610,Jordan McRae,43.0,93.0,14,13.5,14,11,5,10.5,45.5,WAS
11611,Ish Smith,46.7,102.6,14,13.5,14,10,5,9.5,50.0,WAS
11612,Davis Bertans,42.6,116.2,14,13.5,14,20,11,19.0,55.0,WAS
11613,Bradley Beal,46.1,103.9,14,13.5,14,0,0,0.0,0.0,WAS
11614,Admiral Schofield,57.1,150.0,15,14.5,15,2,0,1.7,0.0,WAS
11615,Garrison Mathews,50.0,144.4,15,14.5,15,2,1,1.7,50.0,WAS
11616,CJ Miles,35.0,85.0,15,14.5,15,4,2,3.5,50.0,WAS
11617,Gary Payton II,34.6,88.5,15,14.5,15,3,1,2.6,33.3,WAS
11618,Shabazz Napier,40.0,98.7,15,14.5,15,2,0,1.7,0.0,WAS
11619,Others,37.6,88.2,15,14.5,15,7,1,6.1,14.3,WAS
11620,Isaac Bonga,46.4,96.4,15,14.5,15,2,0,1.7,0.0,WAS
11621,Ian Mahinmi,58.1,120.9,15,14.5,15,0,0,0.0,0.0,WAS
11622,Moritz Wagner,50.0,108.9,15,14.5,15,9,1,7.8,11.1,WAS
11623,Troy Brown Jr.,54.7,120.8,15,14.5,15,18,8,15.7,44.4,WAS
